"Ensembl_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","target","name","description","Name"
"ENSMUSG00000001151",179.988471443178,-0.19148704199677,0.130555064107529,-1.46671477897675,0.14245366080479,0.583500147750626,"18541","Pcnt","pericentrin (kendrin) [Source:MGI Symbol;Acc:MGI:102722]","Pcnt"
"ENSMUSG00000001289",890.320508868763,0.0358722893469235,0.106628413955746,0.336423360491994,0.736551635932987,0.931305883427526,"56612","Pfdn5","prefoldin 5 [Source:MGI Symbol;Acc:MGI:1928753]","Pfdn5"
"ENSMUSG00000001366",821.91953271441,-0.0104365735954268,0.119774165113783,-0.0871354317979359,0.930563861978686,0.987036075238606,"71538","Fbxo9","f-box protein 9 [Source:MGI Symbol;Acc:MGI:1918788]","Fbxo9"
"ENSMUSG00000001445",819.101906900866,-0.128896398477022,0.0761576977633816,-1.69249336918636,0.0905519433319226,0.493823970031066,"107732","Mrpl10","mitochondrial ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:1333801]","Mrpl10"
"ENSMUSG00000001510",0.0478805972813302,0.432295362788455,3.04943605991812,0.141762396159263,0.887267687539782,NA,"13393","Dlx3","distal-less homeobox 3 [Source:MGI Symbol;Acc:MGI:94903]","Dlx3"
"ENSMUSG00000001632",323.176136157459,-0.0642222511509926,0.113389058536038,-0.566388432712677,0.571129756346129,0.890886438114194,"78783","Brpf1","bromodomain and PHD finger containing, 1 [Source:MGI Symbol;Acc:MGI:1926033]","Brpf1"
"ENSMUSG00000001661",0.913228670181415,-0.19006701029567,0.786069487184056,-0.24179415865199,0.808939665357624,0.957237212898973,"15425","Hoxc6","homeobox C6 [Source:MGI Symbol;Acc:MGI:96197]","Hoxc6"
"ENSMUSG00000001763",246.194961266276,-0.242702283489416,0.20669242368745,-1.1742195439946,0.240307099726069,0.678139779544419,"232670","Tspan33","tetraspanin 33 [Source:MGI Symbol;Acc:MGI:1919012]","Tspan33"
"ENSMUSG00000001768",214.834315059306,-0.241080843441117,0.143529032814853,-1.6796660488342,0.0930223090108876,0.499475305221142,"74030","Rin2","Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]","Rin2"
"ENSMUSG00000001768",214.834315059306,-0.241080843441117,0.143529032814853,-1.6796660488342,0.0930223090108876,0.499475305221142,"408057","Rin2","Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]","Rin2"
"ENSMUSG00000001794",1141.45176962409,-0.0475030284699671,0.152819569376223,-0.310843883828913,0.755919306620645,0.939131150572731,"12336","Capns1","calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]","Capns1"
"ENSMUSG00000001802",351.676335586659,0.545923191114819,0.15295701718269,3.56912811958654,0.000358171244705004,0.0476460655738118,"435965","Lrp3","low density lipoprotein receptor-related protein 3 [Source:MGI Symbol;Acc:MGI:3584516]","Lrp3"
"ENSMUSG00000001815",0,NA,NA,NA,NA,NA,"14029","Evx2","even-skipped homeobox 2 [Source:MGI Symbol;Acc:MGI:95462]","Evx2"
"ENSMUSG00000001962",302.95839929168,-0.0469635010712492,0.0771994637970135,-0.608339731409715,0.542962174832976,0.871916971011428,"108160","Fam50a","family with sequence similarity 50, member A [Source:MGI Symbol;Acc:MGI:1351626]","Fam50a"
"ENSMUSG00000001985",2.95515182527991,-1.20266909285593,0.639210044362157,-1.88149279483871,0.0599049144881667,0.421961113468474,"14807","Grik3","glutamate receptor, ionotropic, kainate 3 [Source:MGI Symbol;Acc:MGI:95816]","Grik3"
"ENSMUSG00000001995",118.201380008149,0.156177691567299,0.211944728054318,0.736879341142531,0.461195728220526,0.841091885426156,"244668","Sipa1l2","signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol;Acc:MGI:2676970]","Sipa1l2"
"ENSMUSG00000002010",998.786613473292,0.0510055576200197,0.0786773886729536,0.648287373034706,0.516799099393241,0.863019488476008,"15929","Idh3g","isocitrate dehydrogenase 3 (NAD+), gamma [Source:MGI Symbol;Acc:MGI:1099463]","Idh3g"
"ENSMUSG00000002031",481.227348631112,-0.10773346879605,0.111207252359001,-0.968762976431282,0.332663463011575,0.749587709499518,"76568","Ift46","intraflagellar transport 46 [Source:MGI Symbol;Acc:MGI:1923818]","Ift46"
"ENSMUSG00000002205",435.863116946826,0.053966058705947,0.0932570444691284,0.578680774338841,0.562804590846083,0.885756218479237,"101568","Vrk3","vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]","Vrk3"
"ENSMUSG00000002329",227.915700501956,-0.268767572988439,0.124427904057046,-2.16002652319224,0.0307706163678925,0.320698201700925,"67881","Mdp1","magnesium-dependent phosphatase 1 [Source:MGI Symbol;Acc:MGI:1915131]","Mdp1"
"ENSMUSG00000002343",72.4839428339501,-0.15077237115982,0.125373890909386,-1.20258189377556,0.229138157792539,0.670841898239669,"76813","Armc6","armadillo repeat containing 6 [Source:MGI Symbol;Acc:MGI:1924063]","Armc6"
"ENSMUSG00000002384",2.13979359324883,-0.742075912744549,0.525343102716234,-1.41255478354569,0.157786671964029,0.601804565972106,"12164","Bmp8b","bone morphogenetic protein 8b [Source:MGI Symbol;Acc:MGI:107335]","Bmp8b"
"ENSMUSG00000002396",274.438229755584,0.00499206178223729,0.104029273363514,0.0479870869115209,0.961726533903197,0.991572337969532,"77090","Ocel1","occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]","Ocel1"
"ENSMUSG00000002546",677.779894387924,0.0147745171951632,0.0810324615708229,0.182328376909175,0.855325030361284,0.972579018529554,"99412","Golga2","golgin A2 [Source:MGI Symbol;Acc:MGI:2139395]","Golga2"
"ENSMUSG00000002603",180.195612826222,0.0396858889669511,0.153706113623821,0.258193301693113,0.796257727191783,0.950644566957012,"21803","Tgfb1","transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]","Tgfb1"
"ENSMUSG00000002769",26962.4603352977,0.190193132877366,0.174410443720888,1.09049165187456,0.275496628688705,0.71188936008266,"14711","Gnmt","glycine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1202304]","Gnmt"
"ENSMUSG00000002845",154.864604188304,-0.0831937748178584,0.142431820249087,-0.584095426656542,0.559156111555349,0.882919741051699,"67846","Tmem39a","transmembrane protein 39a [Source:MGI Symbol;Acc:MGI:1915096]","Tmem39a"
"ENSMUSG00000002870",43.8962884653103,0.00635578054559372,0.21675300705269,0.0293226868315083,0.976607233205224,0.995050341702715,"17216","Mcm2","minichromosome maintenance complex component 2 [Source:MGI Symbol;Acc:MGI:105380]","Mcm2"
"ENSMUSG00000002910",187.107003927763,-0.272163748157598,0.284081401700173,-0.958048455579107,0.338038325162194,0.752462673174135,"70807","Arrdc2","arrestin domain containing 2 [Source:MGI Symbol;Acc:MGI:1918057]","Arrdc2"
"ENSMUSG00000002985",293847.431025575,0.0725129755690169,0.118668362028738,0.611055670857378,0.541162725439403,0.871916971011428,"11816","Apoe","apolipoprotein E [Source:MGI Symbol;Acc:MGI:88057]","Apoe"
"ENSMUSG00000002992",26.2923779787871,-0.760218053125282,0.292535767262504,-2.59871830456584,0.00935725257633392,0.206633051212083,"11813","Apoc2","apolipoprotein C2 [Source:MGI Symbol;Acc:MGI:88054]","Apoc2"
"ENSMUSG00000003153",13.2746212398225,0.302152443063519,0.273884032025198,1.10321306733107,0.269934647925998,0.703329721540517,"20527","Slc2a3","solute carrier family 2 (facilitated glucose transporter), member 3 [Source:MGI Symbol;Acc:MGI:95757]","Slc2a3"
"ENSMUSG00000003208",99.4289668992012,-0.0138298245522147,0.0840381914377121,-0.164565946929798,0.869285636126065,0.975351998302099,"72886","Yju2","YJU2 splicing factor [Source:MGI Symbol;Acc:MGI:1920136]","Yju2"
"ENSMUSG00000003234",722.840990693521,-0.0607377255049868,0.0920644743098033,-0.659730324431117,0.509426903000083,0.86046056725224,"27406","Abcf3","ATP-binding cassette, sub-family F (GCN20), member 3 [Source:MGI Symbol;Acc:MGI:1351656]","Abcf3"
"ENSMUSG00000003484",5.02728439829683,-0.28576337324604,0.397636505540878,-0.718654774559331,0.472353655243178,0.843246712329521,"72054","Cyp4f18","cytochrome P450, family 4, subfamily f, polypeptide 18 [Source:MGI Symbol;Acc:MGI:1919304]","Cyp4f18"
"ENSMUSG00000003505",9.8078971869017,-0.531469222316121,0.874737007689198,-0.607576011583309,0.543468714809627,0.871916971011428,"26438","Psg18","pregnancy specific beta-1-glycoprotein 18 [Source:MGI Symbol;Acc:MGI:1347251]","Psg18"
"ENSMUSG00000003555",5182.75927914496,-0.867730817751254,0.37052542722604,-2.34189276630101,0.0191862265671143,0.275459395713569,"13074","Cyp17a1","cytochrome P450, family 17, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88586]","Cyp17a1"
"ENSMUSG00000003575",141.003883506549,-0.196817483806586,0.103453879363894,-1.9024659589061,0.0571102650833104,0.419703621700693,"382056","Crtc1","CREB regulated transcription coactivator 1 [Source:MGI Symbol;Acc:MGI:2142523]","Crtc1"
"ENSMUSG00000003581",155.774516786483,-0.0950559077432894,0.122048211026935,-0.778839009138046,0.436074555432762,0.828945020788827,"71673","Rnf215","ring finger protein 215 [Source:MGI Symbol;Acc:MGI:1918923]","Rnf215"
"ENSMUSG00000003662",471.602420136147,0.153646425141485,0.090754577012965,1.69298816873485,0.0904577192553442,0.493823970031066,"26371","Ciao1","cytosolic iron-sulfur protein assembly 1 [Source:MGI Symbol;Acc:MGI:1346998]","Ciao1"
"ENSMUSG00000003809",6584.09699766946,0.121021357586019,0.113112305425149,1.06992211971229,0.284654365637529,0.721637283697302,"270076","Gcdh","glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541]","Gcdh"
"ENSMUSG00000003810",375.185166090227,-0.153253863999108,0.139948286716729,-1.09507495657528,0.273483799214853,0.708640341611968,"17776","Mast2","microtubule associated serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894676]","Mast2"
"ENSMUSG00000003849",209.849605442016,-0.533212630372413,0.184828984276532,-2.88489726034877,0.00391541416613193,0.149532572381042,"18104","Nqo1","NAD(P)H dehydrogenase, quinone 1 [Source:MGI Symbol;Acc:MGI:103187]","Nqo1"
"ENSMUSG00000003948",1476.88401457912,0.100548986148747,0.197080929487417,0.510191353421474,0.609917409238109,0.906450379681307,"67468","Mmd","monocyte to macrophage differentiation-associated [Source:MGI Symbol;Acc:MGI:1914718]","Mmd"
"ENSMUSG00000004035",827.12693987573,0.24142471831893,0.19949827220127,1.21015944476633,0.226217716594648,0.669016881015302,"68312","Gstm7","glutathione S-transferase, mu 7 [Source:MGI Symbol;Acc:MGI:1915562]","Gstm7"
"ENSMUSG00000004043",185.182208298416,0.0970451948783921,0.13109309988805,0.740276909778366,0.459131988626965,0.840636896208507,"20850","Stat5a","signal transducer and activator of transcription 5A [Source:MGI Symbol;Acc:MGI:103036]","Stat5a"
"ENSMUSG00000004054",772.431655143604,0.0159104416712615,0.0917125362540529,0.173481645161224,0.862272854172565,0.974715576629408,"26403","Map3k11","mitogen-activated protein kinase kinase kinase 11 [Source:MGI Symbol;Acc:MGI:1346880]","Map3k11"
"ENSMUSG00000004071",2312.98648814138,0.158479883342085,0.191865236391596,0.825995820413389,0.40880646274331,0.812309184714672,"66626","Cdip1","cell death inducing Trp53 target 1 [Source:MGI Symbol;Acc:MGI:1913876]","Cdip1"
"ENSMUSG00000004100",308.450912889449,-0.458627683929676,0.196973371074116,-2.32837404075857,0.0198922508478412,0.278054167894469,"235036","Ppan","peter pan homolog [Source:MGI Symbol;Acc:MGI:2178445]","Ppan"
"ENSMUSG00000004268",612.000267154673,-0.0703288424726387,0.0719362410630012,-0.977655232375087,0.328244870221886,0.744904084519668,"14791","Emg1","EMG1 N1-specific pseudouridine methyltransferase [Source:MGI Symbol;Acc:MGI:1315195]","Emg1"
"ENSMUSG00000004344",0,NA,NA,NA,NA,NA,"14780","Gpx5","glutathione peroxidase 5 [Source:MGI Symbol;Acc:MGI:104886]","Gpx5"
"ENSMUSG00000004360",0,NA,NA,NA,NA,NA,"212448","9330159F19Rik","RIKEN cDNA 9330159F19 gene [Source:MGI Symbol;Acc:MGI:3036239]","9330159F19Rik"
"ENSMUSG00000004366",0.0239402986406651,0.216129069557094,3.04943605991812,0.0708750947094452,0.943497165058951,NA,"20604","Sst","somatostatin [Source:MGI Symbol;Acc:MGI:98326]","Sst"
"ENSMUSG00000004393",421.216529630286,-0.137993040015238,0.132103896190658,-1.04457963765187,0.296217294682687,0.726529468738738,"52513","Ddx56","DEAD box helicase 56 [Source:MGI Symbol;Acc:MGI:1277172]","Ddx56"
"ENSMUSG00000004394",863.15052856403,-0.0843951088474858,0.100992691976154,-0.83565560236193,0.403348678794773,0.808997278780108,"103694","Tmed4","transmembrane p24 trafficking protein 4 [Source:MGI Symbol;Acc:MGI:1915070]","Tmed4"
"ENSMUSG00000004460",1496.7890185598,0.166555422768331,0.180796950046302,0.921229161917146,0.356930796092168,0.767613210541434,"67838","Dnajb11","DnaJ heat shock protein family (Hsp40) member B11 [Source:MGI Symbol;Acc:MGI:1915088]","Dnajb11"
"ENSMUSG00000004473",20.891838441548,0.390365283537839,0.214687007635232,1.81829952281554,0.0690183657030034,0.449577965482064,"20256","Clec11a","C-type lectin domain family 11, member a [Source:MGI Symbol;Acc:MGI:1298219]","Clec11a"
"ENSMUSG00000004568",447.316388967173,-0.140686360997857,0.103371867648819,-1.36097338858,0.173522099330092,0.615749163635158,"102098","Arhgef18","rho/rac guanine nucleotide exchange factor (GEF) 18 [Source:MGI Symbol;Acc:MGI:2142567]","Arhgef18"
"ENSMUSG00000004637",91.7032052308847,-0.0490824037723071,0.140837353494792,-0.348504161391545,0.727461589142432,0.93052317783839,"80707","Wwox","WW domain-containing oxidoreductase [Source:MGI Symbol;Acc:MGI:1931237]","Wwox"
"ENSMUSG00000004709",6.83549509878348,0.290427214590163,0.467879319536292,0.62073103568245,0.534776605592066,0.871373114149435,"18106","Cd244a","CD244 molecule A [Source:MGI Symbol;Acc:MGI:109294]","Cd244a"
"ENSMUSG00000004748",288.627463063719,-0.114904573958595,0.151362500869571,-0.759135012294813,0.447771796710032,0.837647822417044,"67900","Mtfp1","mitochondrial fission process 1 [Source:MGI Symbol;Acc:MGI:1916686]","Mtfp1"
"ENSMUSG00000004798",531.382796179995,0.53803339734204,0.147746886926446,3.64158872335425,0.00027096070929542,0.040130707155648,"29869","Ulk2","unc-51 like kinase 2 [Source:MGI Symbol;Acc:MGI:1352758]","Ulk2"
"ENSMUSG00000004837",56.888265473783,0.172346441931795,0.125927622099828,1.36861507473848,0.171119629319647,0.615505262243174,"71520","Grap","GRB2-related adaptor protein [Source:MGI Symbol;Acc:MGI:1918770]","Grap"
"ENSMUSG00000004843",422.162147699361,-0.00142868914426769,0.0888433725248448,-0.0160809872888173,0.987169781500635,0.997320772040983,"68942","Chmp2b","charged multivesicular body protein 2B [Source:MGI Symbol;Acc:MGI:1916192]","Chmp2b"
"ENSMUSG00000004895",425.793916522338,-0.028499882496765,0.0720982044860063,-0.39529254160964,0.692627003099973,0.926062460602561,"94315","Prcc","papillary renal cell carcinoma (translocation-associated) [Source:MGI Symbol;Acc:MGI:2137738]","Prcc"
"ENSMUSG00000004933",7.83235038389889,-0.351056111796786,0.369263001208045,-0.95069397867727,0.341759745722445,0.754489167810089,"17179","Matk","megakaryocyte-associated tyrosine kinase [Source:MGI Symbol;Acc:MGI:99259]","Matk"
"ENSMUSG00000004945",521.521233516691,0.019147313131581,0.0801526578925672,0.238885567054372,0.811194317425292,0.957658506623107,"70544","Tmem242","transmembrane protein 242 [Source:MGI Symbol;Acc:MGI:1917794]","Tmem242"
"ENSMUSG00000004948",0.0649565533159068,0.202460157247112,3.04943605991812,0.0663926553201933,0.947065217508118,NA,"22788","Zp3","zona pellucida glycoprotein 3 [Source:MGI Symbol;Acc:MGI:99215]","Zp3"
"ENSMUSG00000004951",121.137435854017,0.235959640662928,0.364624095399092,0.647131233619278,0.517547012338427,0.863019488476008,"15507","Hspb1","heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]","Hspb1"
"ENSMUSG00000004952",33.9550077474088,0.12939973397785,0.289879595498834,0.446391315522484,0.655314604921685,0.916984235827758,"54153","Rasa4","RAS p21 protein activator 4 [Source:MGI Symbol;Acc:MGI:1858600]","Rasa4"
"ENSMUSG00000005045",2.24706597351738,-0.648534480415994,0.532116748254326,-1.21878231148257,0.22292682688424,0.664207339045109,"269610","Chd5","chromodomain helicase DNA binding protein 5 [Source:MGI Symbol;Acc:MGI:3036258]","Chd5"
"ENSMUSG00000005057",39.3055019702442,-0.243871503049185,0.211953396507606,-1.15059021024196,0.249900862377906,0.680474293215871,"23921","Sh2b2","SH2B adaptor protein 2 [Source:MGI Symbol;Acc:MGI:1345171]","Sh2b2"
"ENSMUSG00000005131",1.02164489124056,0.430257806033005,0.67875833607456,0.633889535001957,0.526152915648174,0.865338576641708,"75311","4930550C14Rik","RIKEN cDNA 4930550C14 gene [Source:MGI Symbol;Acc:MGI:1922561]","4930550C14Rik"
"ENSMUSG00000005268",5030.67241961913,0.330945332888452,0.349692191691344,0.946390399190158,0.343949500454722,0.754489167810089,"19116","Prlr","prolactin receptor [Source:MGI Symbol;Acc:MGI:97763]","Prlr"
"ENSMUSG00000005312",2172.08860467832,-0.146292400982801,0.113563164889201,-1.28820292324129,0.197675334682131,0.636328178804482,"56085","Ubqln1","ubiquilin 1 [Source:MGI Symbol;Acc:MGI:1860276]","Ubqln1"
"ENSMUSG00000005338",65.4192060376717,0.485028618617558,0.281308130774922,1.72418983156102,0.0846735791995819,0.481492442722319,"94332","Cadm3","cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]","Cadm3"
"ENSMUSG00000005355",0,NA,NA,NA,NA,NA,"12365","Casp14","caspase 14 [Source:MGI Symbol;Acc:MGI:1335092]","Casp14"
"ENSMUSG00000005378",402.263305224007,0.0581743108668614,0.0803199170181235,0.724282507086441,0.46889231410036,0.843246712329521,"66138","Bud23","BUD23, rRNA methyltransferase and ribosome maturation factor [Source:MGI Symbol;Acc:MGI:1913388]","Bud23"
"ENSMUSG00000005410",27.5809023072199,0.125123626409345,0.261434755049168,0.478603643902713,0.632220625557984,0.912139624965075,"17218","Mcm5","minichromosome maintenance complex component 5 [Source:MGI Symbol;Acc:MGI:103197]","Mcm5"
"ENSMUSG00000005442",722.837443231577,0.00883719125555238,0.126727361723892,0.0697338848954062,0.944405471172978,0.989009526920072,"71722","Cic","capicua transcriptional repressor [Source:MGI Symbol;Acc:MGI:1918972]","Cic"
"ENSMUSG00000005540",1.84556889317127,0.118617590546908,0.565977588403096,0.209580013374005,0.833995480220068,0.968577499520954,"14128","Fcer2a","Fc receptor, IgE, low affinity II, alpha polypeptide [Source:MGI Symbol;Acc:MGI:95497]","Fcer2a"
"ENSMUSG00000005625",1641.25826255968,-0.157990242911633,0.134313364432775,-1.17628088298472,0.239482652421045,0.677290637098312,"19185","Psmd4","proteasome (prosome, macropain) 26S subunit, non-ATPase, 4 [Source:MGI Symbol;Acc:MGI:1201670]","Psmd4"
"ENSMUSG00000005698",483.5975496617,0.0314858334557504,0.0880635009388877,0.35753556377006,0.72069090715767,0.93052317783839,"13018","Ctcf","CCCTC-binding factor [Source:MGI Symbol;Acc:MGI:109447]","Ctcf"
"ENSMUSG00000005804",321.289136853208,0.140747195707541,0.0681114606014187,2.06642457032569,0.0387884079117503,0.353836049573286,"18457","Bloc1s6","biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:MGI Symbol;Acc:MGI:1927580]","Bloc1s6"
"ENSMUSG00000005846",620.836529188089,-0.0112149507616069,0.153160272901016,-0.0732236274406148,0.941628164874886,0.989009526920072,"66409","Rsl1d1","ribosomal L1 domain containing 1 [Source:MGI Symbol;Acc:MGI:1913659]","Rsl1d1"
"ENSMUSG00000005871",561.885363677808,-0.056565370544438,0.12775330820346,-0.442770299571047,0.657931888029082,0.917277871743622,"11789","Apc","APC, WNT signaling pathway regulator [Source:MGI Symbol;Acc:MGI:88039]","Apc"
"ENSMUSG00000005881",1179.95312204025,-0.00721904401072989,0.108428309468033,-0.0665789593709218,0.946916896561355,0.989009526920072,"66366","Ergic3","ERGIC and golgi 3 [Source:MGI Symbol;Acc:MGI:1913616]","Ergic3"
"ENSMUSG00000005882",424.455435584449,0.162226395215026,0.0770813876324255,2.10461176423843,0.0353251167414634,0.339265796964089,"56046","Uqcc1","ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1929472]","Uqcc1"
"ENSMUSG00000005883",0.426116109589199,0.447722540613941,1.32942262591803,0.336779690585429,0.73628298419697,NA,"26972","Spo11","SPO11 initiator of meiotic double stranded breaks [Source:MGI Symbol;Acc:MGI:1349669]","Spo11"
"ENSMUSG00000005886",739.617666902448,0.0581198221304659,0.141425139845826,0.410958208659544,0.681103178977799,0.926062460602561,"17978","Ncoa2","nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:1276533]","Ncoa2"
"ENSMUSG00000005897",150.016828071702,0.0721314798675593,0.142920349806091,0.504697056545303,0.613771628750878,0.908877870420119,"22025","Nr2c1","nuclear receptor subfamily 2, group C, member 1 [Source:MGI Symbol;Acc:MGI:1352465]","Nr2c1"
"ENSMUSG00000005907",312.178768780732,-0.127724156362623,0.109772327196299,-1.16353692797477,0.244611724497119,0.679412029957141,"71382","Pex1","peroxisomal biogenesis factor 1 [Source:MGI Symbol;Acc:MGI:1918632]","Pex1"
"ENSMUSG00000005917",0.0415092237065375,0.300718073638477,3.04943605991812,0.0986143233469048,0.921444497071079,NA,"18423","Otx1","orthodenticle homeobox 1 [Source:MGI Symbol;Acc:MGI:97450]","Otx1"
"ENSMUSG00000005952",1.02524697043168,-1.73779319981481,0.895010894215458,-1.94164474538392,0.0521801220690835,0.398716970844328,"193034","Trpv1","transient receptor potential cation channel, subfamily V, member 1 [Source:MGI Symbol;Acc:MGI:1341787]","Trpv1"
"ENSMUSG00000005981",2434.8371961358,0.183119654457699,0.0981909692120947,1.86493377066231,0.0621906881061034,0.427884098607763,"68015","Trap1","TNF receptor-associated protein 1 [Source:MGI Symbol;Acc:MGI:1915265]","Trap1"
